id,ELONCOL,ELATCOL,distance,Vm_ENS,f,mean_Vm,grid_attraction,Rg,pedestrian_cost
001733faf22a15344d2d2ddc7c8c8c31,331.0,600.0,883.2555385845078,209.9458920065846,3.858024691358025e-07,14.489509722781673,0.5352673104004738,502.6892063,36603.35022501062
004bb927e80778cf514044feb7888a53,574.0,563.0,5562.592152389727,426047829.7564185,3.858024691358025e-07,20640.926087664247,383.098482659829,6233.064908,15683088771489.434
006d0bc4261510ff7df3776e8ede12e4,176.0,312.0,1981.8597071591505,13903.744255743031,3.858024691358025e-07,117.9141393376682,1.2010394145259664,8226.075178,261059.55079362175
00c9e6455f7d49227795cfc5b75424e0,231.0,452.0,9527.642265401724,13147409183.185232,3.858024691358025e-07,114662.15235719776,1077.459669358829,72200.984,1.4934617644415534e+16
00c9e6455f7d49227795cfc5b75424e0,231.0,452.0,8513.058024707329,2624100661.2756057,3.858024691358025e-07,51225.97643067046,1077.459669358829,72200.984,594942232297935.5
0190b8d29bf6b4f95cd9898dc4620edb,556.0,310.0,2055.426443824971,4201272.907539551,3.858024691358025e-07,2049.7006873052346,10.086790370475711,112026.1095,1529127945.583757
01fe7f07816314274c86fd9d1e0434f5,372.0,427.0,1597.6924618003404,1666950.4770632596,3.858024691358025e-07,1291.1043633507168,9.213306804711038,465.7072045,242672239.32147866
0212968cf484da7d6618c8d6a826363e,424.0,691.0,675.8770070421157,18.447147300796388,3.858024691358025e-07,4.295014237554561,0.409592526611089,10758.94487,15910.894336516278
028b67daa49589242c50c3f0754a1a39,466.0,211.0,387.0243838590644,95.50855375906656,3.858024691358025e-07,9.77284778143334,0.2345431100923678,6655.195677,26240.755285416613
02a7ae744659df962658c48e3bfb88e5,487.0,520.0,5414.833008829376,1179670.3563829756,3.858024691358025e-07,1086.1263077483095,9.579893281515108,24767.46149,122418065.65023832
031764d5c61c4f1e4eac5fd63673ce8d,289.0,162.0,148.42808814490894,0.0522735347544684,3.858024691358025e-07,0.2286340629794005,0.0899498503356133,4670.964896,6074.907875798705
033b8b6d896838e823b3a2dec169516c,471.0,762.0,694.1181761995316,330.57929647671364,3.858024691358025e-07,18.18183974400593,0.4206469736533574,6313.371072,43723.48593736601
03da1958f8b946fffde80f8fcbb09980,422.0,803.0,2104.448144964022,409775.7084886137,3.858024691358025e-07,640.1372575382671,1.2753300140487975,157.5135641,15796823.904745268
04167b83d662a2a66e3518d5ef2ff609,410.0,664.0,147.03123004901812,80.63716607839744,7.716049382716049e-07,5.027573113743046,0.3564137877849149,27058.5714,15664.661570509874
04167b83d662a2a66e3518d5ef2ff609,410.0,664.0,147.03123004901812,80.63716607839744,7.716049382716049e-07,5.027573113743046,0.3564137877849149,27058.5714,15664.661570509874
0449d9947f9cd239824533a5033c7ddb,391.0,561.0,111.1949266449762,0.0160491670840015,3.858024691358025e-07,0.1266853072933144,0.0673859451656543,939.9725502,5546.290067388839
04c29c78a238219a7b681ec6a649b63c,209.0,430.0,3366.2543032094786,6212840.075504608,3.858024691358025e-07,2492.556935258372,29.11502053936468,3936.027581,3339980825.3133855
050e881b3b289b8516090d9ecfad6284,313.0,695.0,1205.6601547544972,520.9229983812921,3.858024691358025e-07,22.82373760761572,0.7306497839195869,35996.17272,53644.013806481176
058097894d152b8158df18aee672c323,321.0,585.0,1559.7008979489824,405694519.4056448,3.858024691358025e-07,20141.859879505784,345.5498076267974,1949.962661,14220447213726.24
058097894d152b8158df18aee672c323,327.0,581.0,1760.3845165052542,119512496354.61185,1.5432098765432098e-06,156292.62693627598,7432.999821891688,1949.962661,1.2340716585289134e+18
058097894d152b8158df18aee672c323,330.0,584.0,3107.3846063356555,131895425036.10252,1.1574074074074074e-06,178047.75999220554,14954.48917578099,1949.962661,1.5030492321233423e+18
058097894d152b8158df18aee672c323,327.0,581.0,1760.3845165052542,119512496354.61185,1.5432098765432098e-06,156292.62693627598,7432.999821891688,1949.962661,1.2340716585289134e+18
058097894d152b8158df18aee672c323,324.0,583.0,823.5032658017362,3281845517.8003006,1.1574074074074074e-06,31553.3842235962,881.0094303409696,1949.962661,930572127348102.4
058097894d152b8158df18aee672c323,325.0,582.0,1460.6893722304956,320239386193.97186,3.858024691358025e-07,565896.9748938157,16168.573132939766,1949.962661,8.860602051330461e+18
